%% time, position, velocity, current, output, reference
2207.1396,0,2,-35,0,0
2207.1401,0,1,-35,0,0
2207.1406,0,1,-35,0,0
2207.1411,0,1,-35,0,0
2207.1416,0,1,-38,0,0
2207.1421,0,0,-41,0,0
2207.1426,0,0,-41,0,0
2207.1431,0,1,-41,0,0
2207.1436,0,1,-38,0,0
2207.1440,0,1,-32,0,0
2207.1445,0,1,-32,0,0
2207.1450,0,1,-29,0,0
2207.1736,0,-1,-35,0,0
2207.1741,0,1,-41,0,0
2207.1746,0,1,-41,0,0
2207.1750,0,-1,-41,0,0
2207.1755,0,-1,-44,0,0
2207.1760,0,-2,-44,0,0
2207.1765,0,-2,-47,0,0
2207.1770,0,-1,-47,0,0
2207.1775,0,-1,-44,0,0
2207.1782,0,1,-44,0,0
2207.1787,0,1,-41,0,0
2207.1792,0,0,-35,0,0
2207.1926,0,0,-44,0,0
2207.1931,0,-2,-47,0,0
2207.1936,0,-2,-50,0,0
2207.1941,0,0,-50,0,0
2207.1946,0,0,-41,0,0
2207.1951,0,1,-35,0,0
2207.1956,0,1,-29,0,0
2207.1960,0,0,-23,0,0
2207.1965,0,0,-23,0,0
2207.1970,0,1,-23,0,0
2207.1975,0,1,-23,0,0
2207.1980,0,-1,-29,0,0
2207.2266,0,1,-38,0,0
2207.2271,0,0,-41,0,0
2207.2275,0,0,-44,0,0
2207.2280,0,1,-44,0,0
2207.2285,0,1,-50,0,0
2207.2290,0,0,-47,0,0
2207.2295,0,0,-44,0,0
2207.2302,0,0,-44,0,0
2207.2307,0,0,-38,0,0
2207.2312,0,0,-38,0,0
2207.2317,0,0,-38,0,0
2207.2322,0,1,-32,0,0
2207.2600,0,1,-44,0,0
2207.2605,0,1,-41,0,0
2207.2610,0,1,-44,0,0
2207.2617,0,1,-41,0,0
2207.2622,0,1,-41,0,0
2207.2627,0,1,-41,0,0
2207.2632,0,2,-35,0,0
2207.2637,0,2,-35,0,0
2207.2642,0,1,-35,0,0
2207.2646,0,1,-35,0,0
2207.2651,0,-1,-41,0,0
2207.2656,0,-1,-44,0,0
2207.2947,0,-2,-32,0,0
2207.2952,0,-1,-32,0,0
2207.2957,0,-1,-35,0,0
2207.2961,0,1,-32,0,0
2207.2966,0,1,-29,0,0
2207.2971,0,0,-29,0,0
2207.2976,0,0,-29,0,0
2207.2981,0,1,-32,0,0
2207.2986,0,1,-35,0,0
2207.2991,0,2,-35,0,0
2207.2996,0,2,-38,0,0
2207.3000,0,0,-38,0,0
2207.3137,0,1,-29,0,0
2207.3142,0,0,-35,0,0
2207.3147,0,0,-35,0,0
2207.3152,0,0,-41,0,0
2207.3157,0,0,-41,0,0
2207.3162,0,0,-38,0,0
2207.3167,0,0,-38,0,0
2207.3171,0,1,-38,0,0
2207.3176,0,1,-38,0,0
2207.3181,0,3,-38,0,0
2207.3186,0,3,-38,0,0
