%% time, position, velocity, current, output, reference
2118.1411,1,4,-38,-0.046875,0
2118.1416,1,4,-32,-0.046875,0
2118.1421,1,1,-32,-0.046875,0
2118.1426,1,1,-32,-0.046875,0
2118.1431,1,-1,-29,-0.046875,0
2118.1436,1,-1,-32,-0.046875,0
2118.1440,1,0,-35,-0.046875,0
2118.1445,1,0,-35,-0.046875,0
2118.1450,1,-1,-41,-0.046875,0
2118.1455,1,-1,-44,-0.046875,0
2118.1460,1,0,-41,-0.046875,0
2118.1465,1,0,-44,-0.046875,0
2118.1750,1,1,-41,-0.046875,0
2118.1755,1,1,-41,-0.046875,0
2118.1760,1,1,-35,-0.046875,0
2118.1765,1,1,-32,-0.046875,0
2118.1770,1,2,-32,-0.046875,0
2118.1775,1,2,-32,-0.046875,0
2118.1782,1,0,-35,-0.046875,0
2118.1787,1,0,-32,-0.046875,0
2118.1792,1,0,-29,-0.046875,0
2118.1797,1,0,-26,-0.046875,0
2118.1802,1,-1,-26,-0.046875,0
2118.1807,1,-1,-29,-0.046875,0
2118.2097,1,3,-38,-0.046875,0
2118.2102,1,1,-41,-0.046875,0
2118.2107,1,1,-35,-0.046875,0
2118.2112,1,1,-35,-0.046875,0
2118.2117,1,1,-35,-0.046875,0
2118.2122,1,0,-29,-0.046875,0
2118.2126,1,0,-32,-0.046875,0
2118.2131,1,1,-35,-0.046875,0
2118.2136,1,1,-35,-0.046875,0
2118.2141,1,-1,-41,-0.046875,0
2118.2146,1,-1,-44,-0.046875,0
2118.2151,1,1,-44,-0.046875,0
2118.2290,1,2,-41,-0.046875,0
2118.2295,1,2,-44,-0.046875,0
2118.2300,1,1,-44,-0.046875,0
2118.2307,1,1,-41,-0.046875,0
2118.2312,1,2,-44,-0.046875,0
2118.2317,1,2,-44,-0.046875,0
2118.2322,1,0,-41,-0.046875,0
2118.2327,1,0,-44,-0.046875,0
2118.2332,1,2,-41,-0.046875,0
2118.2336,1,2,-41,-0.046875,0
2118.2341,1,1,-38,-0.046875,0
2118.2346,1,1,-29,-0.046875,0
2118.2627,1,0,-35,-0.046875,0
2118.2632,1,0,-35,-0.046875,0
2118.2637,1,0,-35,-0.046875,0
2118.2642,1,-2,-32,-0.046875,0
2118.2646,1,-2,-29,-0.046875,0
2118.2651,1,1,-26,-0.046875,0
2118.2656,1,1,-23,-0.046875,0
2118.2661,1,0,-26,-0.046875,0
2118.2666,1,0,-29,-0.046875,0
2118.2671,1,0,-35,-0.046875,0
2118.2676,1,0,-41,-0.046875,0
2118.2681,1,1,-44,-0.046875,0
2118.2966,1,1,-89,-0.046875,0
2118.2971,1,0,-92,-0.046875,0
2118.2976,1,0,-89,-0.046875,0
2118.2981,1,-1,-92,-0.046875,0
2118.2986,1,-1,-92,-0.046875,0
2118.2991,1,1,-89,-0.046875,0
2118.2996,1,1,-92,-0.046875,0
2118.3000,1,0,-92,-0.046875,0
2118.3005,1,0,-92,-0.046875,0
2118.3010,1,1,-98,-0.046875,0
2118.3015,1,1,-98,-0.046875,0
2118.3020,1,0,-95,-0.046875,0
2118.3306,4,27,846,22.9688,1800
2118.3311,7,39,843,22.9688,1800
2118.3315,7,39,840,22.9688,1800
2118.3320,9,49,843,22.9688,1800
2118.3325,9,49,846,22.9688,1800
2118.3330,13,60,852,22.9688,1800
