%% time, position, velocity, current, output, reference
6130.8613,1,1,-47,0,0
6130.8618,1,1,-41,0,0
6130.8623,1,2,-32,0,0
6130.8628,1,2,-23,0,0
6130.8633,1,-1,-14,0,0
6130.8638,1,-1,-14,0,0
6130.8643,1,2,-20,0,0
6130.8647,1,2,-26,0,0
6130.8652,1,-1,-32,0,0
6130.8657,1,-1,-35,0,0
6130.8662,1,1,-35,0,0
6130.8667,1,1,-35,0,0
6130.8838,1,1,-17,0,0
6130.8843,1,1,-23,0,0
6130.8848,1,1,-29,0,0
6130.8853,1,0,-32,0,0
6130.8857,1,0,-35,0,0
6130.8862,1,-2,-38,0,0
6130.8867,1,-2,-41,0,0
6130.8872,0,0,-41,0,0
6130.8877,0,0,-38,0,0
6130.8882,1,1,-29,0,0
6130.8887,1,1,-20,0,0
6130.8892,1,2,-17,0,0
6130.9180,1,1,-14,0,0
6130.9185,1,-1,-20,0,0
6130.9189,1,-1,-26,0,0
6130.9194,1,1,-38,0,0
6130.9199,1,1,-44,0,0
6130.9204,1,0,-44,0,0
6130.9209,1,0,-38,0,0
6130.9214,1,0,-24,0,0
6130.9219,1,0,-12,0,0
6130.9224,1,0,-3,0,0
6130.9229,1,0,-3,0,0
6130.9233,1,-1,-9,0,0
6130.9521,1,2,-26,0,0
6130.9526,1,2,-20,0,0
6130.9531,1,0,-14,0,0
6130.9536,1,0,-11,0,0
6130.9541,1,-1,-11,0,0
6130.9546,1,-1,-11,0,0
6130.9551,1,-1,-14,0,0
6130.9556,1,-1,-20,0,0
6130.9561,1,1,-26,0,0
6130.9570,1,1,-35,0,0
6130.9575,1,-2,-41,0,0
6130.9580,1,-2,-44,0,0
6130.9868,1,2,-14,0,0
6130.9873,1,3,-17,0,0
6130.9878,1,3,-20,0,0
6130.9883,1,2,-26,0,0
6130.9888,1,2,-29,0,0
6130.9893,1,0,-35,0,0
6130.9897,1,0,-41,0,0
6130.9902,1,1,-41,0,0
6130.9907,1,1,-38,0,0
6130.9912,1,0,-29,0,0
6130.9917,1,0,-18,0,0
6130.9922,1,1,-9,0,0
6131.0098,1,2,-26,0,0
6131.0103,1,1,-21,0,0
6131.0107,1,1,-12,0,0
6131.0112,1,1,-6,0,0
6131.0117,1,1,0,0,0
6131.0122,1,0,-3,0,0
6131.0127,1,0,-9,0,0
6131.0132,1,0,-15,0,0
6131.0137,1,0,-23,0,0
6131.0142,1,0,-32,0,0
6131.0146,1,0,-41,0,0
6131.0151,1,0,-50,0,0
6131.0449,0,0,-41,0,0
6131.0454,0,0,-35,0,0
6131.0459,0,0,-26,0,0
6131.0464,0,0,-20,0,0
6131.0469,0,0,-14,0,0
6131.0474,1,1,-9,0,0
6131.0479,1,1,-9,0,0
6131.0483,1,2,-12,0,0
6131.0488,1,2,-15,0,0
6131.0493,1,0,-23,0,0
6131.0498,1,0,-29,0,0
6131.0503,1,2,-35,0,0
6131.0786,2,8,282,3.79688,314
6131.0791,3,12,262,2.48438,314
6131.0796,3,12,250,2.48438,314
6131.0801,4,16,247,2.48438,314
6131.0806,4,16,235,2.48438,314
6131.0811,5,18,214,2.4375,314
6131.0820,5,18,190,2.4375,314
6131.0825,6,18,166,2.4375,314
6131.0830,6,18,151,2.4375,314
6131.0835,7,19,143,2.4375,314
6131.0840,7,19,137,2.4375,314
6131.0845,9,23,134,1.125,314
6131.0977,34,37,9,0.796875,314
6131.0981,36,38,33,0.796875,314
6131.0986,36,38,68,0.796875,314
6131.0991,38,36,104,0.75,314
6131.0996,38,36,128,0.75,314
6131.1001,41,39,137,-0.515625,314
6131.1006,41,39,122,-0.515625,314
6131.1011,43,41,89,0.703125,314
6131.1016,43,41,50,0.703125,314
6131.1021,45,38,12,0.65625,314
6131.1030,45,38,6,0.65625,314
6131.1035,48,38,33,-0.609375,314
6131.1211,89,37,32,0.140625,314
6131.1216,89,37,44,0.140625,314
6131.1221,92,36,59,-1.125,314
6131.1226,92,36,53,-1.125,314
6131.1235,94,37,26,0.09375,314
6131.1240,94,37,-9,0.09375,314
6131.1245,96,35,-45,0.046875,314
6131.1250,96,35,-56,0.046875,314
6131.1255,98,35,-39,0.046875,314
6131.1260,98,35,-12,0.046875,314
6131.1265,100,36,14,0,314
6131.1270,100,36,26,0,314
6131.1396,126,31,-122,-0.28125,314
6131.1401,128,33,-146,-0.28125,314
6131.1406,128,33,-161,-0.28125,314
6131.1411,130,32,-167,-0.328125,314
6131.1416,130,32,-155,-0.328125,314
6131.1421,132,29,-137,-0.328125,314
6131.1426,132,29,-125,-0.328125,314
