%% time, position, velocity, current, output, reference
3548.8232,16,0,-38,-0.046875,0
3548.8237,16,0,-35,-0.046875,0
3548.8242,16,-1,-35,-0.046875,0
3548.8247,16,-1,-35,-0.046875,0
3548.8252,15,-1,-35,-0.046875,0
3548.8257,15,-1,-35,-0.046875,0
3548.8262,15,-3,-35,-0.046875,0
3548.8267,15,-3,-32,-0.046875,0
3548.8271,15,0,-29,-0.046875,0
3548.8276,15,0,-26,-0.046875,0
3548.8281,15,3,-20,-0.046875,0
3548.8286,15,3,-17,-0.046875,0
3548.8433,16,1,-6,-0.046875,0
3548.8438,16,1,-12,-0.046875,0
3548.8442,16,0,-18,-0.046875,0
3548.8447,16,0,-29,-0.046875,0
3548.8452,16,1,-38,-0.046875,0
3548.8457,16,1,-41,-0.046875,0
3548.8462,16,0,-38,-0.046875,0
3548.8467,16,0,-32,-0.046875,0
3548.8472,16,0,-26,-0.046875,0
3548.8477,16,0,-23,-0.046875,0
3548.8481,16,0,-23,-0.046875,0
3548.8486,16,0,-23,-0.046875,0
3548.8777,15,1,-35,-0.046875,0
3548.8782,15,2,-29,-0.046875,0
3548.8787,15,2,-26,-0.046875,0
3548.8792,15,2,-23,-0.046875,0
3548.8796,15,2,-26,-0.046875,0
3548.8801,15,-1,-26,-0.046875,0
3548.8806,15,-1,-26,-0.046875,0
3548.8811,15,0,-23,-0.046875,0
3548.8816,15,0,-17,-0.046875,0
3548.8821,15,1,-14,-0.046875,0
3548.8826,15,1,-9,-0.046875,0
3548.8831,15,1,-6,-0.046875,0
3548.8962,15,-1,-23,-0.046875,0
3548.8967,15,-1,-17,-0.046875,0
3548.8972,15,0,-14,-0.046875,0
3548.8977,15,0,-11,-0.046875,0
3548.8982,15,1,-11,-0.046875,0
3548.8987,15,1,-14,-0.046875,0
3548.8992,15,-2,-17,-0.046875,0
3548.8997,15,-2,-20,-0.046875,0
3548.9001,15,2,-29,-0.046875,0
3548.9006,15,2,-32,-0.046875,0
3548.9011,15,0,-35,-0.046875,0
3548.9016,15,0,-35,-0.046875,0
3548.9302,15,2,-26,-0.046875,0
3548.9307,15,2,-26,-0.046875,0
3548.9312,15,0,-23,-0.046875,0
3548.9316,15,0,-26,-0.046875,0
3548.9321,15,1,-26,-0.046875,0
3548.9326,15,1,-26,-0.046875,0
3548.9331,15,1,-23,-0.046875,0
3548.9336,15,1,-15,-0.046875,0
3548.9341,15,1,-9,-0.046875,0
3548.9346,15,1,-6,-0.046875,0
3548.9351,16,2,-6,-0.046875,0
3548.9355,16,2,-9,-0.046875,0
3548.9641,15,1,0,-0.046875,0
3548.9646,15,1,-3,-0.046875,0
3548.9651,16,3,-9,-0.046875,0
3548.9656,16,3,-18,-0.046875,0
3548.9661,16,2,-26,-0.046875,0
3548.9666,16,2,-35,-0.046875,0
3548.9673,16,2,-41,-0.046875,0
