%% time, position, velocity, current, output, reference
10371.9365,98,0,-41,0.46875,143
10371.9375,98,-1,-41,0.46875,143
10371.9385,98,-1,-44,0.46875,0
10371.9395,98,1,-44,0.46875,0
10371.9404,98,1,-41,0.46875,0
10371.9414,98,1,-29,0.46875,0
10371.9424,98,0,-41,0.46875,0
10371.9434,99,1,-53,0.46875,0
10371.9443,99,1,-53,0.46875,0
10371.9453,99,3,-32,0.46875,0
10371.9463,99,3,-29,0.46875,0
10371.9473,99,0,-41,0.46875,0
10371.9482,99,1,-38,0.46875,0
10371.9492,99,-2,-35,0.46875,0
10371.9502,99,-2,-32,0.46875,0
10371.9512,98,-1,-26,0.46875,0
10371.9521,98,-1,-21,0.46875,0
10371.9531,98,-1,65,0.46875,0
10371.9541,98,-1,119,0.46875,0
10371.9551,98,0,131,0.46875,0
10371.9561,98,0,131,0.46875,0
10371.9570,98,0,38,-12.9375,0
10371.9580,98,0,-93,-12.9375,0
10371.9600,98,0,-680,-12.9375,0
10371.9609,98,1,-874,-12.9375,0
10371.9619,98,0,-924,-12.9375,0
10371.9629,98,0,-933,-12.9375,0
10371.9639,98,-8,-962,-12.9375,0
10371.9648,98,-8,-968,-12.9375,0
10371.9658,96,-15,-900,-2.95313,0
10371.9668,95,-22,-709,-2.8125,0
10371.9678,93,-26,-474,7.17188,0
10371.9688,93,-26,-393,7.17188,0
10371.9697,88,-40,-220,17.5781,0
10371.9707,88,-40,-93,17.5781,0
10371.9717,83,-44,506,18.2344,0
10371.9727,80,-45,747,18.6563,0
10371.9736,78,-46,1025,9.14063,0
10371.9746,78,-46,1201,9.14063,0
10371.9756,72,-44,1454,19.6875,0
10371.9766,72,-44,1436,19.6875,0
10371.9775,67,-35,1555,10.5938,0
10371.9785,65,-29,1639,10.875,0
10371.9795,64,-23,1442,1.26563,0
10371.9805,64,-23,1263,1.26563,0
10371.9814,62,-11,729,1.5,0
10371.9824,62,-11,592,1.5,0
10371.9834,63,5,255,-18.0469,0
10371.9844,63,11,-6,-8.29688,0
10371.9854,64,13,-316,-18.1875,0
10371.9863,64,13,-471,-18.1875,0
10371.9873,66,19,-864,-18.4688,0
10371.9883,66,19,-1010,-18.4688,0
10371.9893,69,20,-1290,-18.8438,0
10371.9902,70,15,-1329,-18.9844,0
10371.9912,70,10,-1777,-9.23438,0
10371.9922,70,10,-1967,-9.23438,0
10371.9932,70,1,-1720,-9.23438,0
10371.9941,70,1,-1487,-9.23438,0
10371.9951,69,-15,-1088,0.609375,0
10371.9961,67,-22,-906,10.5938,0
10371.9971,66,-31,-560,0.984375,0
10371.9980,66,-31,-342,0.984375,0
10371.9990,61,-41,-170,11.3906,0
10372.0010,61,-41,-268,11.3906,0
10372.0020,55,-50,62,22.9688,143
10372.0029,55,-50,333,22.9688,143
10372.0039,49,-49,729,22.9688,143
10372.0049,49,-49,765,22.9688,143
10372.0059,44,-40,840,22.9688,143
10372.0068,44,-40,843,22.9688,143
10372.0078,40,-29,837,22.9688,143
10372.0088,38,-20,834,22.9688,143
10372.0098,38,-11,834,13.875,143
10372.0107,38,-11,896,13.875,143
10372.0117,38,8,1367,13.875,143
10372.0127,38,8,1484,13.875,143
10372.0137,41,27,1388,-5.95313,143
10372.0146,43,38,980,-6.23438,143
10372.0156,46,46,452,-16.3594,143
10372.0166,46,46,223,-16.3594,143
10372.0176,53,61,-223,-17.2969,143
10372.0186,53,61,-381,-17.2969,143
10372.0195,61,66,-828,-22.9688,143
10372.0205,65,69,-921,-22.9688,143
10372.0215,69,67,-957,-22.9688,143
10372.0225,69,67,-984,-22.9688,143
10372.0234,76,59,-1043,-20.3438,143
10372.0244,76,59,-1130,-20.3438,143
10372.0254,82,42,-1619,-21.1406,143
10372.0264,84,31,-1446,-11.6719,143
10372.0273,85,23,-1022,-2.0625,143
10372.0283,85,23,-939,-2.0625,143
10372.0293,86,2,-882,7.54688,143
10372.0303,86,2,-757,7.54688,143
10372.0313,84,-16,-212,17.5313,143
10372.0322,83,-22,324,17.6719,143
10372.0332,81,-29,833,22.9688,143
10372.0342,81,-29,974,22.9688,143
10372.0352,77,-31,911,22.9688,143
10372.0361,77,-31,852,22.9688,143
10372.0371,74,-28,813,18.8438,143
10372.0381,72,-25,1093,22.9688,143
10372.0391,71,-19,1451,19.2656,143
10372.0400,71,-19,1544,19.2656,143
10372.0410,70,-1,1779,9.65625,143
10372.0430,70,-1,1883,9.65625,143
10372.0439,71,15,1499,9.51563,143
10372.0449,73,25,950,-10.2188,143
10372.0459,75,32,607,-10.4531,143
10372.0469,75,32,431,-10.4531,143
10372.0479,80,47,-283,-20.9063,143
10372.0488,80,47,-399,-20.9063,143
10372.0498,87,55,-340,-21.7969,143
10372.0508,90,57,-575,-22.2188,143
10372.0518,94,57,-918,-22.9688,143
10372.0527,94,57,-1040,-22.9688,143
10372.0537,100,52,-1160,-22.9688,143
10372.0547,100,52,-1136,-22.9688,143
10372.0557,105,37,-1091,-14.4375,143
10372.0566,105,37,-1157,-14.4375,143
10372.0576,108,20,-1613,-5.10938,143
10372.0586,108,20,-1681,-5.10938,143
