%% time, position, velocity, current, output, reference
8500.4268,63,1,-41,0.75,0
8500.4277,63,2,-44,0.75,0
8500.4287,63,0,-41,0.75,0
8500.4297,63,0,-47,0.75,0
8500.4307,63,0,-50,0.75,0
8500.4316,63,1,-53,0.75,0
8500.4326,63,1,-53,0.75,0
8500.4336,63,0,-38,0.75,0
8500.4346,63,1,-41,0.75,0
8500.4355,63,-1,-44,0.75,0
8500.4365,63,-1,-44,0.75,0
8500.4375,63,1,-44,0.75,0
8500.4385,63,1,-38,0.75,0
8500.4395,63,1,-29,0.75,0
8500.4404,63,1,-38,0.75,0
8500.4414,63,-1,-9,0.75,0
8500.4424,63,-1,20,0.75,0
8500.4434,63,1,113,0.75,0
8500.4443,63,1,125,0.75,0
8500.4453,63,0,157,1.82813,111
8500.4463,63,0,294,1.875,112
8500.4473,63,1,440,0.5625,112
8500.4482,63,1,443,0.5625,112
8500.4492,63,5,291,0.609375,113
8500.4502,63,5,249,0.609375,113
8500.4512,64,6,172,-0.65625,114
8500.4521,64,10,112,1.875,115
8500.4531,65,10,38,0.609375,116
8500.4541,65,10,26,0.609375,116
8500.4551,67,13,74,0.609375,117
8500.4561,67,13,65,0.609375,117
8500.4570,68,13,47,0.609375,118
8500.4580,69,15,107,-0.65625,118
8500.4590,70,14,83,0.5625,119
8500.4600,70,14,53,0.5625,119
8500.4609,72,15,50,-0.703125,120
8500.4629,72,15,68,-0.703125,120
8500.4639,73,14,15,0.5625,121
8500.4648,74,14,33,0.5625,122
8500.4658,75,14,104,-0.703125,122
8500.4668,75,14,110,-0.703125,122
8500.4678,77,14,-12,0.5625,124
8500.4688,77,14,-21,0.5625,124
8500.4697,79,14,32,0.515625,125
8500.4707,80,15,-24,-0.703125,125
8500.4717,80,13,-47,1.82813,126
8500.4727,80,13,-47,1.82813,126
8500.4736,82,15,-35,0.515625,127
8500.4746,82,15,-26,0.515625,127
8500.4756,84,15,44,-0.75,128
8500.4766,85,12,68,0.515625,129
8500.4775,86,15,15,-0.75,129
8500.4785,86,15,-18,-0.75,129
8500.4795,87,15,-47,-0.75,130
8500.4805,87,15,-50,-0.75,130
8500.4814,89,12,-21,0.515625,132
8500.4824,90,13,53,-0.75,132
8500.4834,90,12,77,1.78125,133
8500.4844,90,12,50,1.78125,133
8500.4854,92,12,-38,0.46875,134
8500.4863,92,12,-38,0.46875,134
8500.4873,94,12,-23,0.46875,135
8500.4883,94,14,-15,1.78125,136
8500.4893,95,14,29,-0.75,136
8500.4902,95,14,35,-0.75,136
8500.4912,97,13,-3,-0.796875,137
8500.4922,97,13,-9,-0.796875,137
8500.4932,98,10,5,0.46875,138
8500.4941,99,12,47,0.46875,139
8500.4951,100,12,110,0.46875,140
8500.4961,100,12,131,0.46875,140
8500.4971,101,11,149,0.46875,141
8500.4980,101,11,149,0.46875,141
8500.4990,102,12,86,1.73438,142
8500.5000,102,12,47,1.73438,142
8500.5010,104,12,30,-2.10938,142
8500.5020,104,12,59,-2.10938,142
8500.5029,105,12,12,-0.84375,141
8500.5049,105,12,-57,-0.84375,141
8500.5059,106,10,-182,0.375,140
8500.5068,107,11,-134,-2.15625,139
8500.5078,108,10,-77,-2.20313,138
8500.5088,108,10,-62,-2.20313,138
8500.5098,109,10,-101,-2.20313,137
8500.5107,109,10,-101,-2.20313,137
8500.5117,110,10,-56,-2.25,136
8500.5127,110,7,-38,0.28125,136
8500.5137,111,9,-20,-2.25,135
8500.5146,111,9,-11,-2.25,135
8500.5156,112,6,-65,-0.984375,134
8500.5166,112,6,-110,-0.984375,134
8500.5176,112,3,-205,0.234375,133
8500.5186,112,1,-155,-1.03125,132
8500.5195,112,1,-92,0.234375,132
8500.5205,112,1,-71,0.234375,132
8500.5215,113,1,-27,-1.07813,130
8500.5225,113,1,-18,-1.07813,130
8500.5234,112,0,-53,-1.07813,129
8500.5244,112,-2,-65,0.1875,129
8500.5254,112,-2,-42,-1.07813,128
8500.5264,112,-2,-27,-1.07813,128
8500.5273,112,-2,11,-1.07813,127
8500.5283,112,-2,9,-1.07813,127
8500.5293,111,-5,-35,0.140625,126
8500.5303,111,-3,-9,-1.07813,125
8500.5313,110,-5,11,1.45313,125
8500.5322,110,-5,0,1.45313,125
8500.5332,110,-4,-41,0.140625,124
8500.5342,110,-4,-32,0.140625,124
8500.5352,109,-5,-29,0.140625,122
8500.5361,109,-5,-44,0.140625,122
8500.5371,109,-4,-9,-1.125,121
8500.5381,109,-4,5,-1.125,121
8500.5391,108,-5,-36,-1.125,120
8500.5400,108,-5,-47,-1.125,120
8500.5410,107,-6,-20,0.140625,119
8500.5420,107,-7,9,-1.125,118
8500.5430,106,-7,23,1.40625,118
8500.5439,106,-7,15,1.40625,118
8500.5449,105,-9,-29,1.40625,117
8500.5469,105,-9,-35,1.40625,117
8500.5479,105,-6,-30,0.09375,116
8500.5488,104,-7,-6,0.09375,115
8500.5498,104,-7,26,-1.125,114
8500.5508,104,-7,35,-1.125,114
8500.5518,103,-6,-6,-1.125,113
8500.5527,103,-6,-32,-1.125,113
8500.5537,102,-4,-47,0.09375,112
8500.5547,102,-8,0,0.09375,112
8500.5557,101,-5,50,0.09375,111
8500.5566,101,-5,65,0.09375,111
8500.5576,101,-5,41,0.09375,110
8500.5586,101,-5,12,0.09375,110
8500.5596,100,-5,-15,0.09375,109
8500.5605,99,-4,41,0.09375,108
8500.5615,99,-5,68,0.09375,108
8500.5625,99,-5,71,0.09375,108
8500.5635,98,-6,41,0.09375,106
8500.5645,98,-6,18,0.09375,106
8500.5654,98,-6,0,-1.17188,105
8500.5664,97,-3,8,1.35938,105
8500.5674,97,-7,-30,-1.17188,104
8500.5684,97,-7,-47,-1.17188,104
8500.5693,96,-5,-38,-1.17188,103
8500.5703,96,-5,-24,-1.17188,103
8500.5713,96,-4,-42,0.046875,102
8500.5723,95,-4,-71,0.046875,101
8500.5732,95,-4,-42,0.046875,101
8500.5742,95,-4,-15,0.046875,101
8500.5752,95,-2,8,0.046875,100
8500.5762,95,-2,-15,0.046875,100
8500.5771,94,-5,-57,-1.21875,98
8500.5781,94,-5,-36,0.046875,98
8500.5791,93,-3,-65,0.046875,97
8500.5801,93,-3,-74,0.046875,97
8500.5811,93,-5,-1,-1.21875,96
8500.5820,93,-5,20,-1.21875,96
8500.5830,92,-6,-15,-1.21875,95
8500.5840,91,-6,-35,0,94
8500.5850,91,-3,-59,0,94
8500.5859,91,-3,-62,0,94
8500.5879,90,-6,-53,1.3125,93
8500.5889,90,-6,-56,1.3125,93
8500.5898,90,-6,-50,0,92
8500.5908,90,-6,-47,0,92
8500.5918,89,-4,-62,-1.26563,90
8500.5928,89,-4,-65,-1.26563,90
8500.5938,89,-5,-89,-1.26563,89
8500.5947,89,-5,-98,-1.26563,89
8500.5957,88,-3,-107,-1.26563,88
8500.5967,88,-5,-83,0,88
8500.5977,88,-4,-71,-1.26563,87
8500.5986,88,-4,-89,-1.26563,87
8500.5996,87,-7,-110,0,86
8500.6006,87,-7,-92,0,86
8500.6016,86,-6,-47,0,85
8500.6025,85,-10,-47,0,84
8500.6035,85,-7,-47,0,84
8500.6045,85,-7,-38,0,84
8500.6055,84,-8,-32,-1.3125,82
8500.6064,84,-8,-41,-1.3125,82
8500.6074,83,-4,-62,-1.3125,81
8500.6084,83,-8,-47,0,81
8500.6094,82,-5,-53,0,80
8500.6104,82,-5,-62,0,80
8500.6113,82,-6,-50,-1.3125,79
8500.6123,82,-6,-41,-1.3125,79
8500.6133,81,-4,-74,0,78
8500.6143,81,-4,-86,-1.3125,77
8500.6152,80,-7,-65,1.21875,77
8500.6162,80,-7,-56,1.21875,77
8500.6172,80,-7,-53,-0.046875,76
8500.6182,80,-7,-59,-0.046875,76
8500.6191,79,-5,-107,-1.3125,74
8500.6201,79,-5,-113,-1.3125,74
8500.6211,78,-5,-86,-1.3125,73
8500.6221,78,-5,-71,-1.3125,73
8500.6230,77,-7,-59,-0.046875,72
8500.6240,77,-7,-74,-0.046875,72
8500.6250,76,-7,-110,-0.046875,71
8500.6260,76,-6,-101,-1.35938,70
8500.6270,75,-7,-95,1.21875,70
8500.6279,75,-7,-89,1.21875,70
8500.6299,75,-6,-71,-0.046875,69
8500.6309,75,-6,-68,-0.046875,69
8500.6318,74,-6,-104,-0.046875,68
8500.6328,73,-8,-113,-0.046875,67
8500.6338,73,-7,-101,-1.35938,66
8500.6348,73,-7,-89,-1.35938,66
8500.6357,72,-5,-83,-1.35938,65
8500.6367,72,-5,-83,-1.35938,65
8500.6377,71,-6,-68,-0.046875,64
8500.6387,71,-6,-101,-0.046875,64
8500.6396,70,-7,-116,-0.046875,63
8500.6406,70,-7,-110,-0.046875,63
8500.6416,70,-5,-86,-0.09375,62
8500.6426,70,-5,-95,-0.09375,62
8500.6436,69,-7,-131,-0.09375,61
8500.6445,68,-7,-128,-0.09375,60
8500.6455,68,-8,-107,-0.09375,60
8500.6465,68,-8,-110,-0.09375,60
8500.6475,67,-6,-110,-1.35938,58
8500.6484,67,-6,-113,-1.35938,58
8500.6494,66,-9,-101,-1.35938,57
8500.6504,66,-9,-74,-1.35938,57
8500.6514,65,-7,-41,-1.35938,56
8500.6523,65,-7,-50,-1.35938,56
8500.6533,64,-7,-50,-1.35938,55
8500.6543,64,-7,-38,-1.35938,55
8500.6553,63,-7,-56,-0.09375,54
8500.6563,62,-7,-113,-0.09375,53
8500.6572,62,-6,-128,-0.09375,53
8500.6582,62,-6,-131,-0.09375,53
