%% time, position, velocity, current, output, reference
1812.8656,-1995,1,-6,1.875,0
1812.8661,-1995,0,-9,1.875,0
1812.8666,-1995,0,-14,1.875,0
1812.8671,-1995,1,-17,1.875,0
1812.8676,-1995,1,-20,1.875,0
1812.8680,-1995,0,-23,1.875,0
1812.8685,-1995,0,-20,1.875,0
1812.8691,-1995,-1,-15,1.875,0
1812.8696,-1995,-1,-12,1.875,0
1812.8701,-1995,-1,-9,1.875,0
1812.8706,-1995,-1,-9,1.875,0
1812.8711,-1995,0,-11,1.875,0
1812.9001,-1996,0,-11,1.875,0
1812.9006,-1996,0,-14,1.875,0
1812.9011,-1996,-1,-17,1.875,0
1812.9016,-1996,-1,-20,1.875,0
1812.9021,-1996,1,-23,1.875,0
1812.9026,-1996,1,-20,1.875,0
1812.9031,-1996,-1,-15,1.875,0
1812.9036,-1996,-1,-9,1.875,0
1812.9041,-1996,0,-3,1.875,0
1812.9045,-1996,0,0,1.875,0
1812.9050,-1996,1,2,1.875,0
1812.9056,-1996,1,2,1.875,0
1812.9336,-1996,1,-12,1.875,0
1812.9341,-1996,1,-17,1.875,0
1812.9346,-1996,1,-23,1.875,0
1812.9351,-1996,0,-26,1.875,0
1812.9355,-1996,0,-26,1.875,0
1812.9360,-1996,1,-26,1.875,0
1812.9366,-1996,1,-20,1.875,0
1812.9371,-1996,1,-20,1.875,0
1812.9376,-1996,1,-20,1.875,0
1812.9381,-1996,2,-17,1.875,0
1812.9386,-1996,2,-17,1.875,0
1812.9391,-1996,-1,-12,1.875,0
1812.9675,-1995,4,-9,1.875,0
1812.9681,-1995,1,-15,1.875,0
1812.9686,-1995,1,-23,1.875,0
1812.9691,-1995,1,-29,1.875,0
1812.9696,-1995,1,-35,1.875,0
1812.9701,-1996,-1,-38,1.875,0
1812.9706,-1996,-1,-35,1.875,0
1812.9711,-1996,1,-32,1.875,0
1812.9716,-1996,1,-23,1.875,0
1812.9720,-1996,-1,-15,1.875,0
1812.9725,-1996,-1,-12,1.875,0
1812.9731,-1996,-1,-6,1.875,0
1813.0016,-1995,1,163,1.875,0
1813.0021,-1995,2,163,1.875,0
1813.0026,-1995,2,163,1.875,0
1813.0031,-1995,2,166,1.875,0
1813.0035,-1995,2,166,1.875,0
1813.0040,-1995,5,163,1.875,0
1813.0046,-1995,5,160,1.875,0
1813.0051,-1994,6,157,1.875,0
1813.0056,-1994,6,155,1.875,0
1813.0061,-1994,8,155,1.875,0
1813.0066,-1994,8,152,1.875,0
1813.0071,-1993,6,149,1.875,0
1813.0245,-1980,20,220,1.875,0
1813.0251,-1978,21,217,1.875,0
1813.0256,-1978,21,214,1.875,0
1813.0261,-1977,21,214,1.875,0
1813.0266,-1977,21,214,1.875,0
1813.0271,-1975,25,214,1.875,0
1813.0276,-1975,25,214,1.875,0
1813.0281,-1974,24,214,1.875,0
1813.0286,-1974,24,217,1.875,0
1813.0291,-1973,24,223,1.875,0
1813.0295,-1973,24,229,1.875,0
1813.0300,-1971,25,232,1.875,0
1813.0581,-1906,65,742,22.9688,300
1813.0586,-1906,65,739,22.9688,300
1813.0591,-1902,71,739,22.9688,300
1813.0596,-1902,71,742,22.9688,300
1813.0601,-1897,79,748,22.9688,300
1813.0605,-1897,79,754,22.9688,300
1813.0610,-1892,86,765,22.9688,300
1813.0616,-1892,86,774,22.9688,300
1813.0621,-1886,97,780,22.9688,300
1813.0626,-1886,97,786,22.9688,300
1813.0631,-1880,106,786,22.9688,300
1813.0636,-1880,106,783,22.9688,300
1813.0770,-1731,238,1028,11.6719,300
1813.0776,-1731,238,1007,11.6719,300
1813.0781,-1716,246,1007,10.1719,300
1813.0786,-1716,246,971,10.1719,300
1813.0791,-1701,256,905,8.25,300
1813.0796,-1701,256,867,8.25,300
1813.0801,-1685,264,852,6.75,300
1813.0806,-1685,264,810,6.75,300
1813.0811,-1669,272,735,5.25,300
1813.0815,-1669,272,661,5.25,300
1813.0820,-1652,280,589,3.75,300
1813.0826,-1652,280,539,3.75,300
1813.0961,-1396,308,-336,-1.5,300
1813.0966,-1396,308,-348,-1.5,300
1813.0970,-1377,310,-357,-1.875,300
1813.0975,-1377,310,-363,-1.875,300
1813.0981,-1359,305,-354,-0.9375,300
1813.0986,-1359,305,-342,-0.9375,300
1813.0991,-1341,303,-330,-0.5625,300
1813.0996,-1341,303,-327,-0.5625,300
1813.1001,-1323,302,-342,-0.375,300
